Company,Job Role,Stipend,Location
Lemon Chilli Media Solutions,Social Media Marketing,"₹ 5,000-10,000 /month",Delhi
Aeko Propack Private Limited,Graphic Design,"₹ 8,000-10,000 /month",Jaipur
NiYO Solutions Incorporation,Product Management,"₹ 30,000 /month",Bangalore
Spoclearn Private Limited,Search Engine Optimization (SEO),"₹ 5,000 /month +  Incentives",Work From Home
The Open Music School,Administration,"₹ 7,000-10,000 /month",Bangalore
Skillinabox,Video Editing/Making,"₹ 10,000-15,000 /month",Noida
Ansh Intertrade Private Limited,Social Media Marketing,"₹ 4,000-5,000 /month",Work From Home
TechBiz Digital,Social Media Marketing,"₹ 2,000 /month",Work From Home
Nuin Wellness Private Limited,Digital Marketing,"₹ 5,000 /month",Pune
ASC Technology Solutions Private Limited,Electrical Engineering,"₹ 5,000 /month",Ahmedabad
Ekatva Foundation,Social Work,"₹ 500-3,000 lump sum",Work From Home
Ophthalmic Technology,Accounts,"₹ 15,000 /month",Gurgaon
RheinBrücke IT Consulting Private Limited,Digital Marketing,"₹ 15,000 /month",Chennai
White Inc,Growth Marketing,"₹ 15,000 /month",Bangalore
Content Cliff Private Limited,Graphic Design,"₹ 6,000 /month +  Incentives",Hyderabad
Elphida Digital Solutions,Graphic Design,"₹ 5,000 /month",Work From Home
Mckinley Rice,Sales,"₹ 8,000-10,000 /month",Mumbai
Findoc Financial Services Group,Foreign Portfolio Investment Clearing Specialist,"₹ 20,000 /month",Ghaziabad
MAHALAKSHMI FASHIONS,Content & E-Commerce Management,"₹ 7,000 /month",Bangalore
Swasthya Plus Network,Journalism,"₹ 5,000-20,000 /month",Work From Home
Krazy Careers,Digital Marketing,"₹ 3,000 /month +  Incentives",Work From Home
Roka Dating,Operations,"₹ 15,000 /month",Noida
Nomad Culinary Studio,Recipe Development and Food Content Creation,"₹ 8,000-12,000 /month",Mumbai
Wobot Intelligence Private Limited,Computer Vision,"₹ 12,500 /month",Delhi
Reverse Factor,Accounts,"₹ 10,000-15,000 /month",Kolkata
Eclectic,Site Engineering - Interior Design,"₹ 10,000-20,000 /month",Bangalore
Business Factory,Social Media Marketing,"₹ 6,000 /month",Dehradun
Symphony Solutions,Resume Writing,"₹ 10,000-12,000 /month",Work From Home
McKinley & Rice Creativity Private Limited,Digital Marketing,"₹ 8,000-10,000 /month",Mumbai
Oxyhom Realty Private Limited,Data Entry,"₹ 10,000-12,000 /month",Gurgaon
MILIND GUPTE,Law/Legal,"₹ 5,000-7,500 /month",Thane
Innovalance Learning Systems,Project Coordination,"₹ 7,500 /month",Work From Home
CREST EV,Digital Marketing,"₹ 4,000-10,000 /month",Mumbai
Syed Umar,Telecalling,"₹ 3,000 /month +  Incentives",Work From Home
Skillarena Education Technologies,Product Design,"₹ 4,000-8,000 /month",Work From Home
Gemtroves Advertising,Marketing & Sales Strategy,"₹ 4,000-6,000 /month",Work From Home
Lohono Stays,Operations  - Civil Engineering,"₹ 25,000 /month",Mumbai
BSL Placement Private Limited,International Sales,"₹ 8,000 /month",Noida
SSS SYEBRTECH PVT LTD,Human Resources (HR),"₹ 8,000-10,000 /month",Noida
Radar Soft Technologies,Business Development (Sales),"₹ 7,000 /month",Pune
Magnate Consultants Private Limited,Recruitment Consultant,"₹ 5,000 /month +  Incentives",Work From Home
KwikFix Auto Private Limited,Search Engine Optimization (SEO),"₹ 10,000 /month",Mumbai
Boxnbiz Technologies Private Limited,Social Media Marketing,"₹ 7,000-12,000 /month",Bangalore
DelveInsight Business Research,Market Research,"₹ 10,000 /month",Delhi
ACENZO LLP,Architecture,"₹ 5,000-15,000 /month",Delhi
Couponlap,Influencer Marketing,"₹ 5,000 /month",Work From Home
DigitalXperts,Search Engine Optimization (SEO),"₹ 5,000 /month",Noida
Arendelle,Social Media Marketing,"₹ 6,000-10,000 /month",Mumbai
Viva Biomed,Chemical Engineering,"₹ 3,500 /month",Work From Home
Vaibhav Sharma,Sales And Business Development,"₹ 1,000 /month +  Incentives",Work From Home
Finomes,Marketing,"₹ 5,000 /month",Work From Home
Talensys,Human Resources (HR),"₹ 3,000-8,000 /month",Faridabad
Agsure Innovations Private Limited,Graphic Design,"₹ 7,500 /month",Delhi
Sai Sravanthi Infra Projects,Administration,"₹ 10,000 /month",Hyderabad
ITechNotion Pvt. Ltd,Digital Marketing,"₹ 10,000 /month",Ahmedabad
Refit Actiwear India Private Limited,Social Media Marketing,"₹ 2,500 /month",Mumbai
Skill Experts Acadmey,Business Development (Sales),"₹ 8,000-15,000 /month",Chandigarh
Nest Global Consulting,HR Consultant,"₹ 8,000 /month +  Incentives",Jaipur
Leo's Mirror Group,Fashion Design,"₹ 7,000-10,000 /month",Delhi
Brains & Taxes Private Limited,CA Articleship,"₹ 4,000 /month",Indore
Art For Humanity Foundation,Campus Ambassador,Performance Based,Work From Home
Monster India,Community Management,"₹ 12,000 /month",Noida
Atomy Emediateq,Data Entry,"₹ 5,000-10,000 /month",Noida
SkilloVilla Technologies Private Limited,Marketing,"₹ 20,000 /month",Bangalore
Himalayan Yeti Foundation,Social Media Marketing,"₹ 5,000 /month",Work From Home
NextGen Global Pvt Ltd,Inside Sales,"₹ 4,000 /month",Work From Home
Earth5R,Civil Engineering- Research,Unpaid,Work From Home
Technove Global,Human Resources (HR),"₹ 4,000 /month",Noida
Familycare Consumer Private Limited,Graphic Design,"₹ 5,000-9,000 /month",Delhi
BLUROID MEDIA,Social Media Marketing,"₹ 2,000-3,000 /month",Delhi
Storlyy,Social Media Marketing,"₹ 10,000 /month",Work From Home
Synergetics Information Technology Services Private Limited,Business Development (Sales),"₹ 15,000 /month",Mumbai
Hashone Careers,Human Resources (HR),"₹ 2,000 /month +  Incentives",Coimbatore
Shivani  T,Digital Marketing,"₹ 6,500 /month",Bhopal
Alphaabets Digital Labs Private Limited,Digital Marketing,"₹ 10,000 /month",Bangalore
Travelings Info,Social Media Marketing,"₹ 1,200 /month",Work From Home
TRIKL,Content Writing,"₹ 1,000 /month +  Incentives",Work From Home
Idea Usher,Video Editing/Making,"₹ 5,000-15,000 /month",Work From Home
Tutology,Telecalling,"₹ 1,000 /month +  Incentives",Work From Home
Intellecap Advisory Services,Human Resources (HR),"₹ 20,000 /month",Mumbai
Jyoti Deswal,Social Media Marketing,₹ 800 /week,Work From Home
Board Infinity,Talent Acquisition,"₹ 20,000 /month",Navi Mumbai
"STEM-Xpert, Techgenius Innovations Pvt Ltd",Administration,"₹ 8,000 /month",Kozhikode
JBCN International School,Human Resources (HR),"₹ 15,000 /month",Mumbai
I2 Private Limited,Executive Assistant,"₹ 10,000-15,000 /month",Gurgaon
Elsner Technologies Private Limited,Social Media Executive,"₹ 8,000 /month",Ahmedabad
Targetorate Consulting,Human Resources (HR),"₹ 5,000 /month",Hyderabad
Indian Gifts Portal,Customer Service/Customer Support,"₹ 12,000 /month",Mumbai
Narigiri's Connect To Universe Private Limited,Online Abacus Tutoring,"₹ 1,500-8,000 /month",Work From Home
Viral Bulls Digital Soultions,Social Media Marketing,"₹ 5,000-15,000 /month",Noida
MRM,Digital Marketing,"₹ 5,000-10,000 /month",Gurgaon
MoxiOutsourcing,Human Resources (HR),"₹ 5,000-6,000 /month",Noida
HealthFlex,Founder's Office,"₹ 15,000 /month",Bangalore
Applicate IT Solutions Private Limited,Talent Acquisition,"₹ 21,000 /month",Gurgaon
SaaSAro,Content Writing,"₹ 5,000-10,000 /month",Gurgaon
Analytics Jobs,Backend Development,"₹ 25,000 /month",Work From Home
Cognochain Software Private Limited,Marketing - Information Technology,"₹ 10,000 /month",Hyderabad
HealthFlex,Evangelist Sales,"₹ 15,000 /month",Bangalore
Deeps Shop,Search Engine Optimization (SEO),"₹ 5,000 /month",Jaipur
HealthFlex,Prospecting Ninja,"₹ 15,000 /month",Bangalore
Yahweh Software Solutions,Digital Marketing,"₹ 5,000 /month +  Incentives",Work From Home
AntWalk,Customer Success,"₹ 8,000-15,000 /month",Work From Home
Alemeno,Backend Development,"₹ 15,000-20,000 /month",Work From Home
Aashish A Mathesul,Digital Marketing,"₹ 5,000 /month +  Incentives",Pune
Cocotechoes Solutions Pvt Ltd,Business Development (Sales),"₹ 15,000 /month",Work From Home
EmpowHER India,Market Research,Unpaid,Work From Home
Daak Street,Fashion Design,"₹ 8,000 /month",Pune
WeSkill,Digital Marketing,"₹ 1,000 /month +  Incentives",Work From Home
MyMegaminds,Mobile App Development,"₹ 10,000 /month",Work From Home
5D Solutions India Private Limited,Human Resources (HR),"₹ 5,000-7,000 /month",Pune
Educase India,Telecalling,"₹ 5,000 /month +  Incentives",Work From Home
Cricket Tracker Networks,Search Engine Optimization (SEO),"₹ 10,000 /month",Bangalore
Quess Corporation Limited,Market Research,"₹ 25,000 /month",Delhi
Newton House,Human Resources (HR),"₹ 2,000 /month",Patna
Svelte Couture,Graphic Design,"₹ 4,000 /month +  Incentives",Work From Home
Microgen Hygiene,Sales,"₹ 5,000 /month +  Incentives",Mumbai
Analystt.ai,Event Management,"₹ 5,000 /month",Work From Home
AMs Project Consultants Private Limited,Civil Engineering,"₹ 8,000 /month",Pune
Internshala Trainings,Digital Marketing Teaching Assistance,"₹ 18,000 /month",Gurgaon
HealthFlex,Operations,"₹ 15,000 /month",Bangalore
Sakshi Parihar,Search Engine Optimization (SEO),"₹ 3,000 /month +  Incentives",Work From Home
Shubhangi Goel,Accounting & Tally,"₹ 5,000-10,000 /month",Delhi
RABS DIGITAL,Digital Marketing,"₹ 10,000-40,000 /month",Mumbai
Bhaguyashree Mhatre,Digital Marketing,"₹ 4,000 /month +  Incentives",Navi Mumbai
She Can Foundation,Virtual Charity Drive,20% of Total Amount Raised,Work From Home
She Can Foundation,Virtual Charity Drive (Fundraising),20% of Total Amount Raised,Work From Home
Hemika Kumar,Content Development (English),"₹ 20,000-30,000 /month",Delhi
Vaahe,Marketing,"₹ 10,000-15,000 /month",Work From Home
Flora Integrated Technologies,CCTV Technician,"₹ 6,000 /month",Delhi
"JBCN International School, Oshiwara",Marketing And Communications,"₹ 10,000-15,000 /month",Mumbai
Trrupti A Khan,Business Development (Sales),"₹ 5,000-7,000 /month",Work From Home
She Can Foundation,Fundraising Operations,20% of Total Amount Raised,Work From Home
Zucol Group Of Companies,Human Resources (HR),"₹ 10,000 /month",Jaipur
McKinley & Rice Creativity Private Limited,Electronics And Electrical,"₹ 8,000-15,000 /month",Nashik
Landmark Insurance Brokers Private Limited,Recruitment,"₹ 8,000 /month",Mumbai
Reclame Digital Media,Client Servicing,"₹ 10,000 /month",Gurgaon
The House Of Real Estate,Sales Consultant,"₹ 10,000 /month",Pune
Kreshya Private Limited,Sales And Marketing,"₹ 15,000 /month",Chennai
Jusbaked Patisserie,Social Media Marketing,"₹ 10,000 /month",Mumbai
Abp Network,HR Consultant,"₹ 10,000 /month",Mumbai
Bharat Singh,Accounting & Taxation,"₹ 8,000 /month",Chennai
Cure And Care Wellness Private Limited,Full Stack Development,"₹ 25,000 /month",Bangalore
GetDirect,Field Sales,"₹ 8,000 /month +  Incentives",Work From Home
Team Hotels And Resorts Private Limited,Human Resources (HR),"₹ 12,000 /month",Delhi
Sarita Gupta,Social Media Marketing,"₹ 4,000 /month +  Incentives",Mumbai
Pranav Mathur,Field Sales,"₹ 3,000-5,000 /month",Delhi
MediDigest System Private Limited,Accounting & Bookkeeping,"₹ 5,000 /month",Thane
Ranklift,Virtual Assistant,"₹ 5,000 /month",Work From Home
Relish Desserts & More,Product Marketing,"₹ 3,000-5,000 /month",Work From Home
Goolluck Investments,Ressearch - Stock Trading & Derivatives,"₹ 6,000 /month",Gurgaon
Doctor's App,Digital Marketing,"₹ 3,000 /month",Work From Home
Elinorr Beauty,Social Media Marketing,"₹ 6,000 /month",Mumbai
Factacy.Ai,DevOps Engineering,"₹ 15,000 /month",Gurgaon
Wazir Advisors,Business Research,"₹ 7,000 /month",Gurgaon
The Bangalore Studio The Nation's Pride,Chartered Accountancy (CA),"₹ 15,000 /month",Bangalore
McKinley & Rice Creativity Private Limited,Finance,"₹ 5,000-8,000 /month",Nashik
Triangular Dots,Marketing,"₹ 10,000 /month",Mumbai
Nuin Wellness Private Limited,Marketing,"₹ 5,000 /month",Pune
Sayali Israni,Fashion Design And Merchandising,"₹ 8,000 lump sum",Mumbai
Afreen Shaikh,Business Development (Sales),"₹ 10,000 /month",Mumbai
MeeTri,Manual Testing Intern,"₹ 5,000 /month",Noida
Nishesh Enterprises,Business Research,"₹ 1,000 /month",Work From Home
Binary Systems Private Limited,Corporate Sales,"₹ 12,000 /month",Bangalore
Dask Polygranite Sheets,Video Editing/Making,"₹ 5,000-15,000 /month",Surat
FynTune Solution Private Limited,Reactjs Development,"₹ 12,000-18,000 /month",Thane
Pratyush Kesarwani,Search Engine Optimization (SEO),"₹ 4,000 lump sum +  Incentives",Work From Home
Vedship Innovations Private Limited,Digital Marketing,"₹ 4,000 /month",Mumbai
Fabriclore,Content Marketing,"₹ 5,000-7,000 /month",Jaipur
RC MOTORS,Digital Marketing,"₹ 2,000-8,000 /month",Work From Home
Purewatt Renewables Private Limited,Artificial Intelligence (AI),"₹ 15,000 /month",Gunupur
Ankush Surana,Accounting & Tally,"₹ 5,000 /month",Hyderabad
My Propdiary,Inside Sales,"₹ 2,500 /month +  Incentives",Work From Home
DIAC NOIDA,Graphic Design,"₹ 6,000 /month +  Incentives",Noida
MANOGATAM PRIVATE LIMITED,Business Development (Sales),"₹ 5,000 /month +  Incentives",Bangalore
ZENZE Private Limited,Business Development (Sales),"₹ 1,000 lump sum +  Incentives",Work From Home
FUME,Dietetics/Nutrition,"₹ 5,000 /month +  Incentives",Work From Home
Callify.ai,Social Media Marketing,"₹ 20,000 /month",Mumbai
Rashmi Devlopers,Business Development (Sales),"₹ 15,000 /month",Mumbai
Habit Beverages,Menu & POS Management,"₹ 2,500 /month",Work From Home
Collective Artists Network,Market Research,"₹ 15,000 /month",Mumbai
Serv India Consultants (SIC),Law/Legal,Unpaid,Noida
HL Infotech Private Limited,Sales Consultant,"₹ 5,000 /month +  Incentives",Thane
Smashbig Inc,Telecalling,"₹ 5,000-10,000 /month",Work From Home
Smashbig Inc,WordPress Development,"₹ 5,000-10,000 /month",Work From Home
Smashbig Inc,Customer Service/Customer Support,"₹ 5,000-10,000 /month",Work From Home
Smashbig Inc,Virtual Assistance,"₹ 5,000-10,000 /month",Work From Home
Mobrevenu,Operations - Instagram,"₹ 10,000 /month",Gurgaon
SHREE ANAND FILLING STATION,Business Development (Sales),"₹ 15,000 /month",Work From Home
Ravi Ahirwar,Marketing,"₹ 1,000-2,000 /month",Work From Home
DeepThought Edutech Ventures Private Limited,Data Science,"₹ 18,000 /month",Hyderabad
Quantta Analytics,Graphic Design,"₹ 11,000 /month",Work From Home
"Partify - All Things Birthday (Seattle, United States)",Data Curation And Labeling,"₹ 8,000 /month",Work From Home
Emitrr,Full Stack Development,"₹ 15,000 /month",Work From Home
Wayspire Ed-Tech Private Limited,Business Development (Sales),"₹ 18,000 /month +  Incentives",Gurgaon
Havelock Entertainment Private Limited,Telecalling,"₹ 5,000 /month",Delhi
Emitrr,UI/UX Design,"₹ 15,000 /month",Work From Home
Adzdrio,Lead Generation,"₹ 12,000 /month",Noida
Ekplate,Business Development (Sales),"₹ 5,000 /month +  Incentives",Mumbai
Stareout Games,Artificial Intelligence (AI),"₹ 7,500-15,000 /month",Work From Home
YesVini Technologies,Human Resources (HR),"₹ 5,000 /month +  Incentives",Delhi
"Gaba Telepsychiatry (New York, United States)",Graphic Design,"₹ 20,000-40,000 /month",Work From Home
Flipthedeals,Digital Marketing And SEO,"₹ 1,000 /month",Work From Home
BluOrigin Media,Marketing And Sales,"₹ 2,500 /month",Work From Home
Vitalite Media,Video Editing/Making,"₹ 5,000 /month",Work From Home
Material Intelligence Lab,Mechanical Engineering,"₹ 10,000 /month",Vadodara
EDUHOLIC,Customer Acquisition,"₹ 2,000 /month +  Incentives",Work From Home
MAG Consultancy,Sustainable Architecture,"₹ 8,000 /month",Delhi
Wealthovation Global Private Limited,Business Development (Sales),"₹ 2,000 /month +  Incentives",Work From Home
MOVIESR.NET,Content Writing,"₹ 4,000 /month +  Incentives",Work From Home
APSK Production & Entertainment Private Limited,Human Resources (HR),"₹ 8,000-12,000 /month",Noida
Mystro,Accounting & Tally,"₹ 5,000-8,000 /month",Mumbai
Narigiri's Connect To Universe Private Limited,Online World History Tutoring,"₹ 1,500-8,000 /month",Work From Home
Narigiri's Connect To Universe Private Limited,Online Quantum Geographic Information System Tutoring,"₹ 1,500-8,000 /month",Work From Home
HappiMynd,General Management,"₹ 1,000-2,000 /month",Work From Home
HappiMynd,Market Research,"₹ 1,000-2,000 lump sum",Work From Home
Narigiri's Connect To Universe Private Limited,Online Western Vocals Tutoring,"₹ 1,500-8,000 /month",Work From Home
